SegmentID,M,Yr,D,WktGeom,street,Vol,fromSt,toSt
189271,6,2022,16,POINT (1000124.7052589084 208538.8773739439),BORDEN AVENUE BRIDGE,16159,Borden Avenue,Dead end
66377,3,2024,16,POINT (1004728.103907039 207345.1502300397),BORDEN AVENUE,56595,Long Island Expwy Et 17 E-w Eb,Long Island Expwy Et 17 E-w Eb
57162,1,2024,22,POINT (1038800.1226020441 190235.14743930462),109 AVENUE,3543,143 Street,Pinegrove Street
184144,1,2022,26,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,8799,Van Wyck Expressway,Dead end
63067,11,2023,14,POINT (1052448.1361800227 182158.9045315978),NORTH CONDUIT AVENUE,24615,143 Road,222 Street
156596,5,2022,19,POINT (1023913.269033063 183538.80365108862),LINDEN BOULEVARD,14151,Dead End,79 Street
133440,11,2023,19,POINT (1050796.0649834706 182183.91991279385),BELT PARKWAY EXIT 21 WESTBOUND,3364,Belt Parkway,North Conduit Avenue
66424,4,2022,29,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,12090,Dead End,Grand Avenue
9000515,1,2024,25,POINT (1041074.973834683 193690.47360957888),160 STREET,5920,Dead End,Dead end
65967,6,2022,15,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,1109,Dead End,Dutch Kills Shoreline
68884,8,2023,9,POINT (1007201.1820997201 223539.69446798888),21 STREET,7110,Ditmars Boulevard,22 Road
102994,6,2022,28,POINT (1067176.7350721152 208645.26446477076),HILLSIDE AVENUE,10411,268 Street,Langdale Street
66081,2,2022,7,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,6076,30 Place,30 Street
77104,5,2022,21,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,2556,Rikers Is Bridge,Dead end
55963,3,2022,15,POINT (1030173.7064668698 199638.58645494783),77 ROAD,3074,Austin Street,Kew Forest Lane
253492,1,2024,8,POINT (1018184.6338783544 207781.08927497457),BROADWAY,6283,Queens Boulevard Line,Queens Boulevard
59520,2,2023,6,POINT (1047210.7050830991 187542.95138537127),171 STREET,1336,120 Avenue,Baisley Boulevard
57162,1,2024,25,POINT (1038800.1226020441 190235.14743930462),109 AVENUE,3611,143 Street,Pinegrove Street
55963,3,2022,21,POINT (1030173.7064668698 199638.58645494783),77 ROAD,1216,Austin Street,Kew Forest Lane
77104,7,2023,1,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,3170,Rikers Is Bridge,Dead end
253492,1,2024,11,POINT (1018184.6338783544 207781.08927497457),BROADWAY,6528,Queens Boulevard Line,Queens Boulevard
115413,5,2023,21,POINT (1007089.8422828304 199004.03661244072),FLUSHING AVENUE,0,Dead End,Troutman Street
74363,1,2024,13,POINT (1014378.8719643257 204625.60090671887),GRAND AVENUE,4997,72 Street,Mazeau Street
77104,7,2023,3,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,4927,Rikers Is Bridge,Dead end
253492,1,2024,14,POINT (1018213.9448553473 207844.39374417067),BROADWAY,5343,Queens Boulevard,Queens Boulevard Line
9012153,3,2024,28,POINT (1027500.3472364803 206649.83795049204),GRAND CENTRAL PARKWAY,79180,Dead End,Dead end
196368,6,2023,19,POINT (1023055.8409196973 185039.53691861132),SUTTER AVENUE,6098,Dead End,North Conduit Avenue
113038,9,2023,23,POINT (1009106.1610914068 213482.47529988937),WOODSIDE AVENUE,3658,Dead End,37 Avenue
62497,6,2023,26,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,67918,Hook Creek Shoreline,Dead end
74363,1,2024,9,POINT (1014378.8719643257 204625.60090671887),GRAND AVENUE,5451,72 Street,Mazeau Street
144331,4,2023,18,POINT (1010313.0076932334 207917.47399859564),BROOKLYN QUEENS EXPRESSWAY,52077,Dead End,Dead end
196368,6,2023,28,POINT (1023055.8409196973 185039.53691861132),SUTTER AVENUE,5902,Dead End,North Conduit Avenue
68884,8,2023,8,POINT (1007201.1820997201 223539.69446798888),21 STREET,7132,Ditmars Boulevard,22 Road
63067,11,2023,13,POINT (1052448.1361800227 182158.9045315978),NORTH CONDUIT AVENUE,23377,143 Road,222 Street
63067,11,2023,17,POINT (1052448.1361800227 182158.9045315978),NORTH CONDUIT AVENUE,27822,143 Road,222 Street
133440,11,2023,18,POINT (1050796.0649834706 182183.91991279385),BELT PARKWAY EXIT 21 WESTBOUND,4764,Belt Parkway,North Conduit Avenue
74363,1,2024,14,POINT (1014378.8719643257 204625.60090671887),GRAND AVENUE,4372,72 Street,Mazeau Street
9000874,9,2023,23,POINT (1009202.7227579828 213713.08725019929),51 STREET,4882,Dead End,Northern Boulevard
184144,1,2022,28,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,9265,Van Wyck Expressway,Dead end
62497,6,2022,19,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,67263,Hook Creek Shoreline,Dead end
57162,1,2024,24,POINT (1038800.1226020441 190235.14743930462),109 AVENUE,3684,143 Street,Pinegrove Street
9000515,1,2024,17,POINT (1041074.973834683 193690.47360957888),160 STREET,5765,Dead End,Dead end
156596,5,2022,15,POINT (1023913.269033063 183538.80365108862),LINDEN BOULEVARD,9504,Dead End,79 Street
135025,4,2023,18,POINT (1033996.7401884315 156266.3636655733),CROSS BAY BOULEVARD,10578,Dead End,Broad Channel Island Shoreline
57162,1,2024,23,POINT (1038800.1226020441 190235.14743930462),109 AVENUE,3672,143 Street,Pinegrove Street
144331,4,2023,19,POINT (1010313.0076932334 207917.47399859564),BROOKLYN QUEENS EXPRESSWAY,57051,Dead End,Dead end
59520,2,2023,4,POINT (1047210.7050830991 187542.95138537127),171 STREET,909,120 Avenue,Baisley Boulevard
65967,6,2022,22,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,1060,Dead End,Dutch Kills Shoreline
62497,6,2022,18,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,62796,Hook Creek Shoreline,Dead end
77104,7,2023,4,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,6804,Rikers Is Bridge,Dead end
65967,6,2022,23,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,1125,Dead End,Dutch Kills Shoreline
9000874,9,2023,22,POINT (1009202.7227579828 213713.08725019929),51 STREET,5741,Dead End,Northern Boulevard
75814,6,2024,9,POINT (1012773.574505262 214116.50164328783),NORTHERN BOULEVARD,21514,69 Street,70 Street
147692,3,2022,10,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,12776,Hillside Avenue,221 Street
62497,6,2023,24,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,59398,Hook Creek Shoreline,Dead end
74151,3,2024,3,POINT (1013521.488203161 203109.65411680314),69 STREET,7841,58 Avenue,58 Road
177615,5,2022,22,POINT (1028931.8143046284 215115.26618027306),ROOSEVELT AVENUE BRIDGE,15658,Flushing Line,Flushing Line
65967,6,2022,27,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,1002,Dead End,Dutch Kills Shoreline
55975,3,2022,15,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,1086,78 Avenue,Union Turnpike
9000515,1,2024,27,POINT (1041074.973834683 193690.47360957888),160 STREET,4337,Dead End,Dead end
65788,5,2022,5,POINT (1060083.0573033746 191020.48249317423),LINDEN BOULEVARD,9667,Cross Island Parkway,Dead end
62497,6,2022,23,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,75066,Hook Creek Shoreline,Dead end
66424,4,2022,24,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,3559,Dead End,Grand Avenue
141367,3,2023,30,POINT (1013843.067320377 189249.1128744095),JACKIE ROBINSON PARKWAY,41572,Dead end,Dead End
83469,3,2024,13,POINT (1022700.9983243776 215818.672895613),108 STREET,7570,32 Avenue,Northern Boulevard
62497,6,2022,16,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,73557,Hook Creek Shoreline,Dead end
113038,9,2023,19,POINT (1009106.1610914068 213482.47529988937),WOODSIDE AVENUE,4046,Dead End,37 Avenue
189271,6,2022,12,POINT (1000124.7052589084 208538.8773739439),BORDEN AVENUE BRIDGE,8941,Borden Avenue,Dead end
253492,1,2024,7,POINT (1018213.9448553473 207844.39374417067),BROADWAY,5041,Queens Boulevard,Queens Boulevard Line
66424,4,2022,27,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,11219,Dead End,Grand Avenue
253492,1,2024,14,POINT (1018184.6338783544 207781.08927497457),BROADWAY,5775,Queens Boulevard Line,Queens Boulevard
156596,5,2022,22,POINT (1023913.269033063 183538.80365108862),LINDEN BOULEVARD,10103,Dead End,79 Street
66424,4,2022,28,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,11899,Dead End,Grand Avenue
98532,3,2023,3,POINT (1049945.3061012689 216034.33471385224),46 AVENUE,3091,218 Street,Springfield Boulevard
62497,6,2022,20,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,68836,Hook Creek Shoreline,Dead end
189271,6,2022,13,POINT (1000124.7052589084 208538.8773739439),BORDEN AVENUE BRIDGE,15221,Borden Avenue,Dead end
112812,3,2024,29,POINT (1038399.5941320914 188978.11141474498),111 AVENUE,5179,139 Street,140 Street
67310,11,2022,7,POINT (1001597.1926700982 215903.61032585026),21 STREET,20200,36 Avenue,37 Avenue
184144,1,2022,30,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,5727,Van Wyck Expressway,Dead end
141368,4,2023,4,POINT (1013863.022665683 189322.08862438225),JACKIE ROBINSON PARKWAY,38122,Dead End,Mt Judah Cemetery Boundary
98532,3,2023,5,POINT (1049945.3061012689 216034.33471385224),46 AVENUE,1974,218 Street,Springfield Boulevard
184144,1,2022,29,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,6724,Van Wyck Expressway,Dead end
189271,6,2022,27,POINT (1000124.7052589084 208538.8773739439),BORDEN AVENUE BRIDGE,14046,Borden Avenue,Dead end
66081,2,2022,3,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,7783,30 Place,30 Street
152975,2,2022,12,POINT (1020229.3287819729 219371.64544449403),23 AVENUE,4730,100 Street,101 Street
9000874,9,2023,19,POINT (1009202.7227579828 213713.08725019929),51 STREET,5650,Dead End,Northern Boulevard
62497,6,2022,21,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,73308,Hook Creek Shoreline,Dead end
56986,6,2023,9,POINT (1037393.5788561384 191816.9184522191),LIBERTY AVENUE,7117,Pinegrove Street,Inwood Street
136612,11,2023,15,POINT (1049634.4174811568 182344.0829986251),BELT PARKWAY SB ENTRANCE 181 ST,8279,181 Street,Belt Parkway
189271,6,2022,19,POINT (1000124.7052589084 208538.8773739439),BORDEN AVENUE BRIDGE,9424,Borden Avenue,Dead end
75814,6,2024,7,POINT (1012773.574505262 214116.50164328783),NORTHERN BOULEVARD,24512,69 Street,70 Street
115413,5,2023,18,POINT (1007089.8422828304 199004.03661244072),FLUSHING AVENUE,0,Dead End,Troutman Street
74363,1,2024,10,POINT (1014378.8719643257 204625.60090671887),GRAND AVENUE,5179,72 Street,Mazeau Street
196368,6,2023,23,POINT (1023055.8409196973 185039.53691861132),SUTTER AVENUE,6032,Dead End,North Conduit Avenue
135025,4,2023,20,POINT (1033996.7401884315 156266.3636655733),CROSS BAY BOULEVARD,10875,Dead End,Broad Channel Island Shoreline
66424,4,2022,23,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,5877,Dead End,Grand Avenue
9000515,1,2024,19,POINT (1041074.973834683 193690.47360957888),160 STREET,5916,Dead End,Dead end
196368,6,2023,26,POINT (1023055.8409196973 185039.53691861132),SUTTER AVENUE,6167,Dead End,North Conduit Avenue
253492,1,2024,13,POINT (1018184.6338783544 207781.08927497457),BROADWAY,4678,Queens Boulevard Line,Queens Boulevard
77104,5,2022,12,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,5650,Rikers Is Bridge,Dead end
65967,6,2022,12,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,309,Dead End,Dutch Kills Shoreline
66424,5,2022,2,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,8813,Dead End,Grand Avenue
68884,8,2023,11,POINT (1007201.1820997201 223539.69446798888),21 STREET,7331,Ditmars Boulevard,22 Road
174904,4,2023,4,POINT (1015366.8530253103 204474.92114100757),LONG ISLAND EXPWY ET 19 WB,15639,74 Street,Dead End
144331,4,2023,20,POINT (1010313.0076932334 207917.47399859564),BROOKLYN QUEENS EXPRESSWAY,56373,Dead End,Dead end
134071,4,2023,26,POINT (1029710.5751552226 206636.25004324925),VAN WYCK EXPRESSWAY,55786,Dead End,Dead end
66424,4,2022,25,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,10220,Dead End,Grand Avenue
55963,3,2022,20,POINT (1030173.7064668698 199638.58645494783),77 ROAD,696,Austin Street,Kew Forest Lane
65967,6,2022,24,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,1057,Dead End,Dutch Kills Shoreline
115413,5,2023,25,POINT (1007089.8422828304 199004.03661244072),FLUSHING AVENUE,0,Dead End,Troutman Street
9012153,3,2024,27,POINT (1027500.3472364803 206649.83795049204),GRAND CENTRAL PARKWAY,93337,Dead End,Dead end
66377,3,2024,17,POINT (1004728.103907039 207345.1502300397),BORDEN AVENUE,55336,Long Island Expwy Et 17 E-w Eb,Long Island Expwy Et 17 E-w Eb
170400,1,2022,25,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,2791,Queens Boulevard,139 Street
156596,5,2022,23,POINT (1023913.269033063 183538.80365108862),LINDEN BOULEVARD,12977,Dead End,79 Street
139317,4,2023,26,POINT (1029764.5558550587 206620.68480365377),VAN WYCK EXPRESSWAY,72464,Dead end,Dead End
57162,1,2024,28,POINT (1038800.1226020441 190235.14743930462),109 AVENUE,3257,143 Street,Pinegrove Street
65967,6,2022,17,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,1048,Dead End,Dutch Kills Shoreline
57162,1,2024,19,POINT (1038800.1226020441 190235.14743930462),109 AVENUE,3665,143 Street,Pinegrove Street
253492,1,2024,6,POINT (1018213.9448553473 207844.39374417067),BROADWAY,5670,Queens Boulevard,Queens Boulevard Line
117626,6,2022,30,POINT (1057869.2961045634 220710.07433035847),NORTHERN BOULEVARD,709,Morgan Street,Glenwood Street
83469,3,2024,12,POINT (1022700.9983243776 215818.672895613),108 STREET,7514,32 Avenue,Northern Boulevard
157039,5,2022,5,POINT (1065220.0928528765 204583.37743794767),JERICHO TURNPIKE,935,256 Street,257 Street
62211,6,2022,11,POINT (1055108.9938887337 161625.57818784998),CENTRAL AVENUE,135,Dead End,Virginia Street
177615,5,2022,24,POINT (1028931.8143046284 215115.26618027306),ROOSEVELT AVENUE BRIDGE,16915,Flushing Line,Flushing Line
77104,5,2022,22,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,2636,Rikers Is Bridge,Dead end
55975,3,2022,18,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,1282,78 Avenue,Union Turnpike
113038,9,2023,24,POINT (1009106.1610914068 213482.47529988937),WOODSIDE AVENUE,3205,Dead End,37 Avenue
66081,2,2022,6,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,4342,30 Place,30 Street
77104,5,2022,23,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,5309,Rikers Is Bridge,Dead end
66424,5,2022,1,POINT (1005691.9480838224 200324.61319259694),GRAND STREET BRIDGE,4491,Dead End,Grand Avenue
150389,4,2023,19,POINT (1034040.036868369 156285.4275618372),CROSS BAY BOULEVARD,11815,Dead End,Broad Channel Island Shoreline
150389,4,2023,20,POINT (1034040.036868369 156285.4275618372),CROSS BAY BOULEVARD,12386,Dead End,Broad Channel Island Shoreline
115413,5,2023,26,POINT (1007089.8422828304 199004.03661244072),FLUSHING AVENUE,0,Dead End,Troutman Street
253492,1,2024,7,POINT (1018184.6338783544 207781.08927497457),BROADWAY,5694,Queens Boulevard Line,Queens Boulevard
77104,5,2022,24,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,5357,Rikers Is Bridge,Dead end
156596,5,2022,20,POINT (1023913.269033063 183538.80365108862),LINDEN BOULEVARD,13657,Dead End,79 Street
189271,6,2022,15,POINT (1000124.7052589084 208538.8773739439),BORDEN AVENUE BRIDGE,16052,Borden Avenue,Dead end
62497,6,2022,26,POINT (1056415.1868210472 170827.2200271171),HOOK CREEK BRIDGE,48262,Hook Creek Shoreline,Dead end
170400,1,2022,29,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,2279,Queens Boulevard,139 Street
65967,6,2022,25,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,478,Dead End,Dutch Kills Shoreline
66081,2,2022,4,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,7473,30 Place,30 Street
117626,6,2022,28,POINT (1057869.2961045634 220710.07433035847),NORTHERN BOULEVARD,15039,Morgan Street,Glenwood Street
253492,1,2024,10,POINT (1018184.6338783544 207781.08927497457),BROADWAY,6289,Queens Boulevard Line,Queens Boulevard
57162,1,2024,17,POINT (1038800.1226020441 190235.14743930462),109 AVENUE,3405,143 Street,Pinegrove Street
77104,5,2022,15,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,2425,Rikers Is Bridge,Dead end
9000515,1,2024,18,POINT (1041074.973834683 193690.47360957888),160 STREET,6019,Dead End,Dead end
59520,2,2023,2,POINT (1047210.7050830991 187542.95138537127),171 STREET,1337,120 Avenue,Baisley Boulevard
140473,4,2023,19,POINT (1010346.2616429372 207876.17046767005),BROOKLYN QUEENS EXPRESSWAY,69099,Dead end,Dead End
133440,11,2023,17,POINT (1050796.0649834706 182183.91991279385),BELT PARKWAY EXIT 21 WESTBOUND,4778,Belt Parkway,North Conduit Avenue
74363,1,2024,6,POINT (1014378.8719643257 204625.60090671887),GRAND AVENUE,4905,72 Street,Mazeau Street
156596,5,2022,13,POINT (1023913.269033063 183538.80365108862),LINDEN BOULEVARD,13382,Dead End,79 Street
63067,11,2023,19,POINT (1052448.1361800227 182158.9045315978),NORTH CONDUIT AVENUE,20702,143 Road,222 Street
65967,6,2022,18,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,523,Dead End,Dutch Kills Shoreline
115413,5,2023,19,POINT (1007089.8422828304 199004.03661244072),FLUSHING AVENUE,0,Dead End,Troutman Street
196368,6,2023,22,POINT (1023055.8409196973 185039.53691861132),SUTTER AVENUE,5745,Dead End,North Conduit Avenue
143961,4,2023,5,POINT (1015409.0884345148 204350.1023160981),LONG ISLAND EXPRESSWAY,93201,Dead End,74 Street
9012150,3,2024,28,POINT (1027396.8145617553 206746.1444726493),GRAND CENTRAL PARKWAY,95511,64 Avenue Pedestrian Overpass,Dead end
9000515,1,2024,29,POINT (1041074.973834683 193690.47360957888),160 STREET,5641,Dead End,Dead end
177615,5,2022,23,POINT (1028931.8143046284 215115.26618027306),ROOSEVELT AVENUE BRIDGE,17154,Flushing Line,Flushing Line
66081,2,2022,8,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,8227,30 Place,30 Street
115413,5,2023,27,POINT (1007089.8422828304 199004.03661244072),FLUSHING AVENUE,0,Dead End,Troutman Street
68884,8,2023,10,POINT (1007201.1820997201 223539.69446798888),21 STREET,6822,Ditmars Boulevard,22 Road
117626,6,2022,29,POINT (1057869.2961045634 220710.07433035847),NORTHERN BOULEVARD,14942,Morgan Street,Glenwood Street
143961,4,2023,4,POINT (1015409.0884345148 204350.1023160981),LONG ISLAND EXPRESSWAY,99714,Dead End,74 Street
63067,11,2023,16,POINT (1052448.1361800227 182158.9045315978),NORTH CONDUIT AVENUE,26899,143 Road,222 Street
98532,3,2023,8,POINT (1049945.3061012689 216034.33471385224),46 AVENUE,3069,218 Street,Springfield Boulevard
67310,11,2022,5,POINT (1001597.1926700982 215903.61032585026),21 STREET,20255,36 Avenue,37 Avenue
140473,4,2023,20,POINT (1010346.2616429372 207876.17046767005),BROOKLYN QUEENS EXPRESSWAY,73560,Dead end,Dead End
63067,11,2023,18,POINT (1052448.1361800227 182158.9045315978),NORTH CONDUIT AVENUE,24494,143 Road,222 Street
65967,6,2022,28,POINT (1000731.5336691153 209191.80335594836),HUNTERS POINT BRIDGE,113,Dead End,Dutch Kills Shoreline
138541,2,2022,12,POINT (1020219.1153209634 219414.53589356926),23 AVENUE,2362,101 Street,100 Street
77104,7,2023,5,POINT (1015029.50289154 223906.76034060976),RIKERS ISLAND BRIDGE,5806,Rikers Is Bridge,Dead end
177615,5,2022,13,POINT (1028931.8143046284 215115.26618027306),ROOSEVELT AVENUE BRIDGE,19228,Flushing Line,Flushing Line
55975,3,2022,19,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,1035,78 Avenue,Union Turnpike
